gvkey,companyname
004311,ELRON VENTURES LTD
004312,ELSCINT LTD
004313,ELSINORE CORP
004315,ELYRIA TELEPHONE CO
004316,EMCO LTD
004317,EMCOM INC
004318,EMCOR PETROLEUM INC
004321,EMERSON ELECTRIC CO
004322,EMERSON RADIO CORP
004323,EMERY AIR FREIGHT CORP
004324,NORTHSTAR ACQUISITION CORP
004325,EMERY ENERGY INC
004327,EMHART CORP
004328,EMONS TRANSPORATION GROUP
004329,EMPI INC-REDH
004330,EMPIRE AIRLINES INC
004331,EMPIRE DISTRICT ELECTRIC CO
004332,COLUMBIA EQUITIES INC
004335,EMPIRE OF CAROLINA INC
004336,EMPIRE OIL & GAS CO
004337,EMPIRE PENCIL CORP
004340,EMULEX CORP
004341,SORL AUTO PARTS INC
004342,ENCINO ENERGY & DEV CORP
004344,ENCORE COMPUTER CORP
004345,ENCORE INDUSTRIES INC
004347,ENDATA INC
004348,CORNERSTONE NATURAL GAS
004349,CELLEX BIOSCIENCES INC
004350,ENERCO INC
004351,ENERGEN CORP
004352,ENERGY CONVERSION DEV
004353,ENERGY DYNAMICS INTL CORP
004354,ENERGY EXCHANGE  -CL A
004355,ENERGY FACTORS INC
004356,ENERGY OIL INC
004357,ENERGY MANAGEMENT CORP
004358,ENERGY MINERALS CORP-COLO
004359,AMERICAN MILLENIUM CORP
004360,ENERGY PRODUCTION CO
004361,ENERGY RESERVES GROUP
004362,ENERGY RESERVE INC
004363,ENERGY RESOURCES CORP
004364,CENTRUM INDUSTRIES INC
004365,ENERGY SHED INC
004366,ENERGY SOURCES INC
004367,WEATHERFORD INTL PLC
004368,ENERSERV PRODUCTS INC
004369,ENEX RESOURCES CORP
004370,ENFLO CORP
004371,ENGELHARD CORP
004372,ENGINEERED SUPPORT SYSTEMS
004373,ENGINEERED SYS & DEV CORP
004374,ENGINEERING MEASUREMENTS CO
004376,ENERGY CAPITAL DEVELOPMENT
004377,ENERGY CLINIC CORP
004378,ENERGY ASSETS INTL CORP
004379,ENERGRO INC
004380,ENERTECH INC
004381,ENERGYNORTH INC
004382,ENER MARK CORP
004383,ATMOS ENERGY CORP
004384,MARA HOLDINGS INC
004385,ENDO-LASE INC-NEW
004386,ENERTEC CORP
004387,EMPIRE STATE BUILDING ASSOC
004388,ENGRAPH INC
004390,ENNIS INC
004391,ENREC CORP
004392,ENS BIO LOGICALS INC-OLD
004393,TXU GAS CO
004394,ENSOURCE INC
004395,ENSTAR CORP-DEL
004397,ENSUN CORP
004399,ENTERPRISE DEVELOPMENT GROUP
004400,ENTERPRISE TECHNOLOGIES -OLD
004401,ENTERRA CORP -OLD
004402,ENTERTAINMENT PUBLISHING CP
004403,ENTERTAINMENT SYSTEMS INC
004404,ENTEX INC
004405,ENTRE COMPUTER CENTERS INC
004406,ENTRON INC
004407,ENTROPY LTD
004408,ENTWISTLE CO
004409,ENZON PHARMACEUTICALS INC
004410,EPI TECHNOLOGIES INC
004411,KLH COMPUTERS INC
004412,VISKASE COMPANIES INC
004413,ENVIRONMENT-ONE CORP
004414,ENVIRONMENTAL SYSTEMS CO
004415,ENVIRONMENTAL TECTONICS CORP
004416,CHANNEL AMERICA BROADCASTING
004417,ENVIROTECH CORP
004418,ENZO BIOCHEM INC
004420,EPSCO INC
004421,EPSILON DATA MANAGEMENT INC
004422,EQUATORIAL COMMUNICATIONS CO
004423,EQUIFAX INC
004424,HARRIS & HARRIS GROUP-OLD
004425,EQUIMARK CORP
004426,EQUINOX SOLAR INC
004427,EQUIPMENT CO OF AMERICA
004428,EQUITABLE BANCORPORATION
004429,EQUITABLE LIFE MTG & REALTY
004430,EQT CORP
004431,EQUITEC FINANCIAL GROUP INC
004432,EQUITY INCM FD 1ST EXCH SER
004434,EQUITY OIL CO
004435,ERB LUMBER CO-DEL
004436,ERBAMONT N.V.
004437,ERICKSON CORP
004438,ERICKSON GOLD MINES LTD
004439,TELEFONAKTIEBOLAGET LM ERICS
004440,ENVIRONMENTAL CONTROL PRODS
004441,ENVIROMENTAL HYDRONICS INC
004442,ENVIROTRONICS INC
004443,OHM CORP
004446,ERNST (E.C.) INC
004447,ERO INDUSTRIES INC
004448,ESCALADE INC
004449,ESMARK INC-OLD
004450,ESPEY MFG & ELECTRONICS CORP
004451,ESPRIT SYSTEMS INC
004452,ESQUIRE INC
004453,ESQUIRE RADIO & ELECTRON INC
004454,ESSELTE BUSINESS SYSTEMS INC
004455,ESSEX CHEMICAL CORP
004456,ESSEX CORP
004457,ESSEX COUNTY GAS CO
004460,ESTERLINE TECHNOLOGIES CORP
004462,NEWMARKET CORP
004463,ETZ LAVUD LTD
004464,EUCLID EQUIPMENT INC
004465,EUREKA STANDARD CONS MNG CO
004466,EUROPEAN-AMERICAN BANCORP
004467,EVANS & SUTHERLAND CMP CORP
004468,EVANS-ARISTOCRAT INDS
004469,EVANS INC
004470,EVANS PRODUCTS CO
004471,EVEREST&JENNINGS INTL
004472,EVERGREEN RESOURCE-OLD
004473,EVERGOOD PRODUCTS CORP
004475,EX-CELL-O CORP
004476,EXAR CORP
004477,CONVERA CORP
004478,EXCEL ENERGY CORP
004479,EXCEL INDUSTRIES INC
004480,EXCEPTICON INC
004484,LEXINGTON INDUSTRIES INC
004485,KINGSTONE COS INC
004486,EXECUTIVE INDUSTRIES
004488,EXETER OIL CO LTD  -CL A
004490,EXIDYNE INC
004491,EXOLON ESK CO
004492,EXOTECH INC
004494,EXPEDITORS INTL WASH INC
004495,EXPERTELLIGENCE INC
004496,TXCO RESOURCES INC
004497,DMC GLOBAL INC
004498,INSTEEL INDUSTRIES
004499,EXQUISITE FORM BRA (CAN)
004500,EXTEK MICROSYSTEMS INC
004502,EXTRACTIVE FUELS INC
004503,EXXON MOBIL CORP
004504,EXXON PIPELINE CO
004505,F & B CECO INDUSTRIES INC
004506,RIO HOTEL & CASINO INC
004507,FAFCO INC
004509,FGI INVESTORS INC
004510,FMC CORP
004512,FMI FINANCIAL CORP
004513,FMS MANAGEMENT SYSTEMS INC
004514,FNI INC
004515,ORLEANS HOMEBUILDERS INC
004516,FP INDUSTRIES INC-OLD
004517,NEXTERA ENERGY INC
004518,FSC CORP
004520,FAB INDUSTRIES INC
004521,FABERGE INC
004523,JO-ANN STORES INC
004524,FABRI-TEK INC
004526,FABRICLAND INC
004527,FCA INTERNATIONAL LTD
004528,FCG INC
004529,FCS LABS INC
004530,FDP CORP
004531,FCP INC
004532,FKF INC
004533,FCX INC
004534,FABULOUS INNS OF AMERICA
004535,FACET ENTERPRISES
004537,FAIR GROUNDS CORP
004538,FAIR LANES
004539,FAIR-TEX MILLS
004542,PRAETORIAN PROPERTY INC
004544,BIOSTEM US CORP
004545,FAIRCHILD INDUSTRIES INC
004546,FAIRFIELD COMMUNITIES INC
004547,FAIRFIELD-NOBLE CORP
004549,FAIRMONT FINANCIAL INC
004550,FAIRMONT FOODS CO
004551,FAIRMOUNT CHEMICAL CO INC
004552,FALCON OIL & GAS INC
004553,FALCON PRODUCTS INC
004555,FALCONBRIDGE LTD -OLD
004556,FALL RIVER GAS CO
004557,FALLS CITY INDUSTRIES INC
004558,FALSTAFF BREWING CORP
004559,FAMILIAN CORP
004560,FAMILY DOLLAR STORES
004561,FAMILY ENTERTAINMENT CNTRS
004562,FAMILY HEALTH SYSTEMS INC
004563,FAMILY SHOWTIME THEATRES INC
004564,FAMOUS RESTAURANTS INC
004565,FANNING ENTERPRISES INC
004567,FANON COURIER USA INC
004568,FANSTEEL INC/DE
004569,WESTMINSTER CAPITAL INC
004570,FARADAY LABORATORIES INC
004571,FARADAY RESOURCES INC
004572,COVISTA COMMUNICATIONS INC
004573,FARAH INC
004574,FARED SYSTEM INC
004576,FARM FISH INC
004577,FARM FRESH INC
004578,FARM HOUSE FOODS
004579,FARMER BROS CO
004580,FARMER IN THE DELL ENTRPRISE
004581,FARMERS GROUP INC
004584,FARMLAND INDUSTRIES INC
004585,FARR CO
004588,FASHION TWO TWENTY INC
004589,FAST FOOD OPERATORS INC
004590,FASTCRETE CORP
004591,FARMLAND FOODS INC
004592,FAYS INC
004594,FED-MART CORP
004595,FEDDERS CORP
004596,HOLLY FARMS CORP
004598,FEDEX CORP
004599,RUSSEL METALS INC
004600,FEDERAL-MOGUL HOLDINGS CORP
004601,FEDERAL NATIONAL MORTGA ASSN
004603,FEDERAL PAPER BOARD CO
004604,FEDERAL PIONEER LTD
004605,FEDERAL REALTY INVESTMENT TR
004606,COLE REAL ESTATE INVESTMENTS
004607,FEDERAL SCREW WORKS
004608,FEDERAL SIGNAL CORP
004611,MACY'S INC
004612,FEDERATED GROUP INC
004613,FEDERATED INVESTORS  -CL B
004614,FEDERATED NATURAL RES LIQ TR
004616,FEDERATED PURCHASER INC
004618,FELMONT OIL CO
004621,FENLEY LTD
004622,FERRO CORP
004623,FERROFLUIDICS CORP
004624,FERRONICS INC
004625,FERRY CAP & SET SCREW CO
004626,FEY INDUSTRIES INC
004629,FIBRONICS INTERNATIONAL INC
004630,FIDATA CORP
004631,FIDELCOR
004632,LISATA THERAPEUTICS INC
004633,FIDELITY UNION BANCORP
004635,FIELDCREST CANNON
004638,FIFTH AVENUE CARDS INC
004639,FIFTH DIMENSION INC
004640,FIFTH THIRD BANCORP
004641,SCOTT TECHNOLOGIES INC
004644,FILMTEC CORP
004645,SCHAWK INC  -CL A
004648,FINAL TEST INC
004649,FINALCO GROUP INC
004650,FINANCE CO OF AMERICA  -CL A
004651,FINANCEAMERICA CORP
004652,FINANCIAL CORP OF AMERICA
004653,FINANCIAL CORP-SANTA BARBARA
004654,FINANCIAL FEDERATION
004655,FINANCIAL GENERAL BANKSHARES
004656,FINANCIAL INSTITUTION SVCS
004657,FINANCIAL LEISURE CO INC
004659,FINANCIAL RESOURCES CORP
004660,DYANSEN CORP
004662,FINE PRODUCTS INC
004664,FINGERMATRIX INC
004665,FINLAYSON ENTERPRISES
004666,INTERACTIVE DATA HLDGS -REDH
004667,FINANCIAL LAND CORP
004668,FINNIGAN CORP
004669,FINNING INTERNATIONAL INC
004670,FIRECO SALES LTD
004671,FIRECOM INC
004672,FIRESTONE TIRE & RUBBER CO
004673,FIRST & MERCHANTS
004674,REGIONS FINANCIAL CORP
004675,INAMED CORP
004676,FIRST ARTISTS PRODTN CO LTD
004677,FIRST ATLANTA CORP
004678,FIRSTMERIT CORP
004679,FIRST AMERICAN CORP/TN
004680,FIRST OF AMERICA BANK CORP
004681,HYDE PARK ACQUISITION CP II
004682,U S BANCORP/DE-OLD
004683,FIRST BANKERS CORP-FLA
004684,FIRST BOSTON INC
004685,TRUSTMARK CORP
004686,FIRST CAPITAL HOLDINGS-OLD
004687,FIRST CAROLINA INVTS  -OLD
004688,FIRST CHARTER FINANCIAL
004689,FIRST CHICAGO CORP
004690,FIRST CITIZENS BANCSH  -CL A
004691,FIRST CITY BANCORP TEX-DEL
004692,FIRST CITY INDUSTRIES INC
004693,FIRST COINVESTORS INC
004694,FIRST COMMERCE CORP
004695,FCCC INC
004696,FIRST DATA MANAGEMENT CO INC
004697,COMMONWEALTH FINANCIAL GROUP
004698,FIRST DATA RESOURCES INC
004699,M&T BANK CORP
004700,FIRST FIDELITY BANCORP
004702,FIRST FINANCIAL CORP/TX
004703,FIRST FINANCIAL MGMT CORP
004704,FIRST FLORIDA BANKS INC
004706,FIRST GENERAL RESOURCES CO
004707,FIRST HARTFORD CORP
004708,BANCWEST CORP
004710,FIRST INTERSTATE BNCP
004711,FIRST JERSEY NATIONAL CORP
004712,FIRST KENTUCKY NATIONAL
004714,FIRST MARITIME MNG CORP LTD
004715,ALLFIRST FINANCIAL INC
004716,FIRST OF MICHIGAN CAPITAL CP
004717,FIRST MIDWEST CORP-UTAH
004718,FIRST MIDWEST FINANCIAL CORP
004719,CHEMFIRST INC
004720,FIRST MATAGORDA CORP
004721,FIRST MEDICAL CORP
004723,US BANCORP
004725,FIRST NATIONAL SUPERMARKETS
004726,FIRST NATIONWIDE FINL CORP
004727,FIRST NEWPORT CORP
004728,FST OKLAHOMA BANCORPORATION
004729,FIRST PACIFIC CORP
004730,FIRST PHONE CORP
004731,MEDIA SOURCE INC
004732,FIRST PENNSYLVANIA CORP
004734,FIRST RAILRD & BANKING CO-GA
004735,FIRST REPUBLIC CORP AMERICA
004736,FIRST SECURITY CORP/DE
004737,FIRST HORIZON CORP
004739,WACHOVIA CORP
004740,WINTHROP REALTY TRUST
004741,FIRST UNITED BANCORP
004742,FIRST VIRGINIA BANKS INC
004743,FIRSTAR CORP-OLD
004744,FIRST WYOMING BANCORP
004745,FIRSTCORP INC  -CL A
004746,FISCHBACH CORP
004747,FISCHER & PORTER CO
004748,RINI-REGO SUPERMARKET
004751,FITCHBURG GAS & ELEC LIGHT
004753,ELECTRONIC PUBG TECH
004754,FLAGG INDUSTRIES
004755,FLAGSHIP BANKS
004756,FLAH'S INC
004757,FLAME INDUSTRIES INC
004758,FLAMEMASTER CORP
004759,FLANIGANS ENTERPRISES INC
004760,FLARE INC
004761,FLATLEY REALTY INVESTORS
004763,MAGELLAN AEROSPACE CORP
004764,FLEETBOSTON FINANCIAL CORP
004765,FLAKEY JAKE'S INC
004768,FLEETWOOD ENTERPRISES INC
004769,FLEMING COMPANIES INC
004770,FLEXI-VAN CORP-OLD
004771,FLEXSTEEL INDUSTRIES INC
004772,FLEXWATT CORP
004773,FLEXWEIGHT CORP-OLD
004774,FLICK REEDY CORP
004775,FLICKINGER (S.M.) CO INC
004776,FLIGHT DYNAMICS INC
004777,FLIGHT INTERNATIONAL GROUP
004778,FLIGHT TRANSPORTATION CORP
004779,FLIGHTSAFETY INTERNATIONAL
004781,FLOATING POINT SYSTEMS INC
004782,FLOCK INDUSTRIES INC
004783,GERALD STEVENS INC
004784,FLEUR DE LIS MOTOR INNS INC
004786,FLORIDA AUTOMOTIVE MARKETING
004787,FLORIDA CAPITAL CORP
004788,FLORIDA COS
004789,FLORIDA CYPRESS GARDENS
004790,FLORIDA EAST COAST INDS
004792,FLORIDA GAS TRANSMISSION CO
004793,FLORIDA GLASS INDUSTRIES INC
004794,FLORIDA GULF REALTY TRUST
004796,FLORIDA NATL BANKS OF FLA
004797,FLORIDA PARTNERS CORP
004798,FLORIDA POWER & LIGHT CO
004799,DUKE ENERGY FLORIDA INC
004800,FLORIDA PROGRESS CORP
004801,FLORIDA PUBLIC UTILITIES CO
004802,FLORIDA ROCK INDUSTRIES INC
004803,AMERISTEEL CORP
004804,FLORIDA SUN INTERNATIONAL
004805,FLORIDA TELEPHONE CORP
004806,GRC INTL INC
004807,FLOW INTL CORP
004808,FLOWER TIME INC
004809,FLOWERS FOODS INC
004810,FLOYD VALLEY PACKING  -CL A
004817,FLUKE CORP
004818,FLUOR CORP
004819,FURON CO
004822,FLYING TIGER LINE INC
004824,FOLIO ONE PRODUCTIONS LTD
004825,FRI CORP
004826,FONAR CORP
004828,DELHAIZE AMERICA INC
004829,FOOD RESOURCES INC
004830,FOODARAMA SUPERMARKETS
004832,FOODEX INC
004834,TRUE NORTH COMMUNICATIONS
004835,FOOTE MINERAL CO
004836,FOOTHILL GROUP INC  -CL A
004837,FOR BETTER LIVING INC
004838,FORD MOTOR CO OF CANADA LTD
004839,FORD MOTOR CO
004840,FORD MOTOR CREDIT CO LLC
004842,FOREST CITY REALTY TRUST INC
004843,FOREST LABORATORIES  -CL A
004844,FOREST OIL CORP -OLD
004845,TRACE PRODUCTS
004846,FORMIGLI CORP
004847,SWISS ARMY BRANDS INC
004848,FORT ATLANTIC CORP
004850,FORT HOWARD CORP
004851,FORT WORTH & DENVER RR CO
004853,PRESS VENTURES INC
004854,CONNECTIVITY TECHNOLGIES INC
004856,FORUM GROUP INC
004857,FORUM RESTAURANTS INC
004858,FORWARD INDUSTRIES INC-OLD
004859,FOSSIL OIL & GAS INC
004860,FOSTER (LB) CO
004863,FOSTER MEDICAL CORP
004864,FOSTER WHEELER AG
004865,FOSTORIA GLASS CO
004867,FOTOMAT CORP
004868,WICHITA RIVER OIL CORP  -OLD
004869,FOUR-PHASE SYSTEMS
004870,FOUR STAR INTERNATIONAL INC
004871,FOWNES BROTHERS & CO INC
004872,FOX PHOTO INC
004873,FOXBORO CO
004875,FOXMEYER CORP
004876,FRANCANA OIL & GAS LTD
004877,AGROLIFE CORP
004878,FRANKLIN MINING INC
004879,FRANKLIN CREAMERY INC
004880,FRANKLIN DISCOUNT CO
004881,FRANKLIN ELECTRIC CO INC
004882,FRANKLIN FINANCIAL CORP
004885,FRANKLIN RESOURCES INC
004886,FRANKLIN SIGNAL CORP
004887,FRANKS NURSERY & CRAFTS INC
004888,FRANTZ MFG CO
004889,FRASER INC
004890,FRASER REALTY GROUP
004891,FRAWLEY CORP
004892,FREDERICKS OF HOLLYWD  -CL B
004893,FREEMAN (CARL M.) ASSOCIATES
004894,FREEPT MCMORAN O&G ROYALTY
004895,FREEPORT MCMORAN INC
004896,FREEZE DRY PRODUCTS INC
004898,FREMONT ENERGY CORP
004899,FRENCH (FRED F.) INVESTING
004900,FREQUENCY ELECTRONICS INC
004902,FREY ASSOCIATES INC
004903,FRIEDMAN INDUSTRIES INC
004904,FRIENDLY FROST INC
004907,FRIES ENTERTAINMENT INC
004909,FRIGITRONICS INC
004910,FRIONA INDUSTRIES INC
004911,FRISCH'S RESTAURANTS INC
004912,FRITZI OF CALIFORNIA MFG CO
004913,FRONTIER ENERGY CORP
004914,FRONTIER HOLDINGS INC
004915,FRONTIER MINING & OIL CORP
004916,FROST & SULLIVAN INC
004918,FROZEN FOOD EXPRESS INDS
004919,FRUEHAUF CANADA INC
004920,K-H CORP
004921,FRUEHAUF FINANCE CO
004924,DAKA INTERNATIONAL INC
004925,FUJIFILM HLDGS CORP
004926,FULLER (H. B.) CO
004928,FUNDSNET INC
004929,FUTURE COMMUNICATIONS
004931,FUNTIME INC
004932,METROMEDIA INTERNATIONAL GRP
004933,BANYAN CORP
004935,FUTURE COMMUNITIES INC
004936,G&K SERVICES INC  -CL A
004938,GAC LIQUIDATING TRUST
004940,G-I HOLDINGS INC
004941,GATX CORP
004942,GBC CLOSED CIRCUIT TV CORP
004943,GBI INTERNATIONAL INC
004944,GCA CORP
004945,GDV INC
004946,GEICO CORP
004947,GF CORP
004949,G. G. COMMUNICATIONS INC
004950,GIT INDUSTRIES INC
004951,GK TECHNOLOGIES INC
004952,GNC ENERGY CORP
004953,GM RESOURCES LTD
004954,GNI GROUP INC
004955,GRI COMPUTER CORP
004956,GRI CORP
004959,GST LABORATORIES INC
004960,GSW INC  -CL B
004961,GTE CORP
004962,GTI CORP
004963,GTS CORP
004964,GABBERTS INC
004966,GAENSEL GOLD MINES INC  -OLD
004967,GRM INDUSTRIES INC
004968,GTE PRODUCTS CORP
004969,GALAXY CARPET MILLS
004970,GALAXY OIL CO
004972,NETOPTIX CORP
004973,ARTHUR J GALLAGHER & CO
004975,GALOOB TOYS INC
004976,STRATEGIC VALUE CORP
004977,GALVESTON HOUSTON
004978,GAM RAD INC
004979,GAMBLE-SKOGMO
004980,GAMBLES CREDIT CORP
004981,GAMBRO AB  -ADR -OLD
004982,GAME A TRON CORP
004983,GLOBAL GAMING TECHNOLOGY
004984,GAMING & TECHNOLOGY-OLD
004985,GAMMA BIOLOGICALS INC
004987,GANDALF TECHNOLOGIES INC
004988,TEGNA INC
004989,GANOT CORP
004990,GAP INC
004991,GAP INSTRUMENT CORP
004993,GARAN INC
004996,GARFINCKEL BROOKS BROTHERS
005000,GARSITE PRODUCTS INC
005001,GARMENT CAPITOL ASSOCIATES
005002,GAS SERVICE CO
005004,GATES LEARJET CORP
005005,GATEWAY INDUSTRIES INC
005006,GATEWAY GATHERING SYS INC
005009,GAYLORDS NATIONAL CORP
005010,GAYNOR & CO INC
005011,GAYNOR-STAFFORD INDS
005012,GEARHART INDUSTRIES INC
005013,GELCO CORP
005014,GELMAN SCIENCES INC
005015,GEM ELECTRONIC DISTRS INC
005016,INVESTORS INSURANCE GROUP
005017,GEMTEC CORP
005018,AEROJET ROCKETDYNE HOLDINGS
005019,GENDIS INC  -CL A
005020,GENENTECH INC
005021,GENERAL TECHNOLOGIES GRP LTD
005022,GENERAL AIRCRAFT CORP
005024,GENERAL AMERICAN INVESTORS
005025,GENERAL AMERICAN OIL CO-TX
005026,GENERAL AM TRANSPORTATION CP
005027,GA EXPRESS INC
005028,GENERAL AUTOMOTIVE PARTS CP
005029,GENERAL BAKERIES LTD
005030,GENERAL BANCSHARES
005032,GENERAL BINDING CORP
005035,GENERAL BUILDERS CORP
005037,GENERAL CERAMICS INC
005038,HARCOURT GENERAL INC
005040,GENERAL COMPUTING CORP
005042,GENERAL DATABASE TECH INC
005043,GENERAL DATACOMM INDUSTRIES
005044,GENERAL DEFENSE CORP
005045,MEDCLEAN TECHNOLOGIES INC
005046,GENERAL DYNAMICS CORP
005047,GE AEROSPACE
005048,GENERAL ELECTRIC CAP CORP
005049,GENERAL ELECTRODYNAMICS CORP
005050,GEE GROUP INC
005051,GENERAL ENERGY CORP-DE
005052,GENERAL EXPLORATION
005053,GENERAL FELT INDS INC
005055,GENERAL FOODS CORP
005056,GENERAL GROWTH PROP
005057,GENERAL HEALTH SERVICE
005058,GENERAL HOBBIES
005059,GENERAL HOMES CORP
005060,GENERAL HOST CORP
005061,GENERAL HOUSEWARES
005062,GENERAL HYDROCARBONS INC
005063,GENERAL INSTRUMENT CORP
005065,GENERAL KINETICS INC
005066,GENERAL MAGNAPLATE CORP
005068,GENERAL METAL & ABRASIVES CO
005069,GENERAL METALCRAFT INC
005070,GENERAL MICROWAVE CORP
005071,GENERAL MILLS INC
005072,ALLY FINANCIAL INC
005073,GENERAL MOTORS CO
005074,ELECTRONIC DATA SYSTEMS CORP
005075,GENERAL NUTRITION INC
005076,GENERAL PHYSICS CORP
005077,GENERAL PORTLAND INC
005078,GENERAL PRODUCTION CO INC
005079,GPU INC
005080,GENERAL RE CORP
005081,GENERAL REAL ESTATE SHARES
005082,GENERAL RECREATION INC
005083,GENERAL REFRACTORIES CO
005086,GENERAL SHALE PRODUCTS CORP
005087,SPX TECHNOLOGIES INC
005088,GENERAL STEEL INDS
005089,GENERAL INTERNATIONAL CORP-A
005090,VERIZON INC/CA
005091,VERIZON INC/FL
005092,GENERAL TELEPHONE CO OF IL
005093,VERIZON INC/NORTH
005094,GENERAL TELEPHONE CO OF KY
005095,GENERAL TELEPHONE CO OF MI
005096,GENERAL TELEPHONE CO-MIDWEST
005097,VERIZON INC/NORTHWEST
005098,GENERAL TELEPHONE CO OF OH
005099,GENERAL TELEPHONE CO OF PA
005100,VERIZON SOUTH INC
005101,GTE SOUTHWEST INC
005103,GENERAL TELEPHONE CO OF WI
005105,GENERAL TERMINAL CORP
005107,GENERAL WATERWORKS CORP
005109,GENESCO INC
005111,GENESEE CORP  -CL B
005112,GENETIC ENGINEERING INC
005113,BIOPLASTY INC
005114,GENETIC SYSTEMS CORP
005115,GENETIC DIAGNOSTICS CORP
005116,GENTEX CORP
005117,GENEVE CORP
005118,GENEX CORP
005119,GENISCO TECHNOLOGY
005120,GENOVA INC
005121,GENOVESE DRUG STORES  -CL A
005122,GENRAD INC
005123,GENSTAR CORP
005124,GEODYNAMICS CORP
005125,GENUINE PARTS CO
005126,GENWAY CORP
005127,GEO SURVEYS INC
005128,GEOPHYSICAL SYSTEMS CORP
005129,GEORESOURCES INC -OLD
005130,GEODYNE RESOURCES INC
005131,GEO INTERNATIONAL CORP
005132,GEOPHYSICAL FIELD SURVEYS
005133,BONTEX INC
005134,GEORGIA-PACIFIC CORP
005135,GEORGIA POWER
005136,GEOS CORP
005137,GEOSOURCE INC
005138,GEOTEL INC
005139,GEOTHERMAL RES INTL INC
005140,GOLD KING CONSOLIDATED INC
005141,GERBER PRODUCTS CO
005142,GERBER SCIENTIFIC INC
005143,GERBER SYSTEMS TECHNOLOGY
005144,GERIATRIC & MEDICAL COS INC
005147,GESCO INDUSTRIES INC
005148,GETTY OIL CO
005149,GETTY REALTY CORP
005151,GIANT FOOD INC  -CL A
005152,GIANT GROUP LTD
005153,AMERICAN PAC MINERALS LTD
005155,GIANT TIGER STORES INC
005156,GIANT YELLOWKNIFE MINES LTD
005157,GIBRALTER EXPLORATION LTD
005158,GIBRALTAR FINANCIAL CORP
005159,GIBRALTER PARI-MUTUEL INC
005160,GIBSON (CR) CO
005161,GIBSON GREETINGS INC
005162,GIBSON-HOMANS CO
005163,GIDDINGS & LEWIS INC
005164,GIFFORD-HILL & CO
005165,GIGA-TRONICS INC
005166,SALIENT 3 COMMUN INC  -CL A
005169,GILLETTE CO
005170,GILMAN SERVICES INC
005172,GINO'S INC
005173,GIRARD CO
005174,GISH BIOMEDICAL INC
005176,GLADIEUX CORP
005177,GLADSTONE RESOURCES INC
005178,GLASROCK MEDICAL SERVICES
005179,GLATFELTER CORP
005180,GSK PLC
005181,GLEASON CORP
005183,GLENCO SCIENTIFIC INC
005184,GOLDEN STATE BANCORP INC-OLD
005185,GLENMORE DISTILLERIES  -CL B
005187,GLOBALSANTAFE CORP
005188,GLOBAL NATURAL RESOURCES INC
005193,GLOBUS GROWTH GROUP
005194,GLOSSER BROTHERS INC
005198,BALKORE INDUSTRIES INC
005199,GODFATHER'S PIZZA INC
005200,GODFREY CO
005201,GOLD C ENTERPRISES INC
005202,WESTERN SIERRA RESOURCE CORP
005203,GOLD MEDALLION CORP
005204,GOLD ORE LTD OF CRIPPLE CR
005205,GOLD RESERVE LTD
005206,GOLDEN CREST INDUSTRIES
005207,GOLDEN CYCLE CORP
005208,GOLD KIST INC
005209,GOLDEN CORRAL RESTAURANT
005210,GOLDEN ENTERPRISES
005211,MIRAGE RESORTS INC
005212,GOLDEN OIL CO
005214,GOLDEN STATE HEALTH CENTERS
005215,WHITEMARK HOMES INC
005216,GOLDEN WEST FINANCIAL CORP
005217,GOLDEN WEST HOMES
005218,GOLDFIELD CORP
005219,GOLDSIL MINING & MILLING INC
005220,GOLF TECHNOLOGY INC
005221,GOOD (L.S.) CO
005222,GOOD TACO CORP
005223,GOODALL RUBBER CO
005224,GOODHEART-WILLCOX CO INC
005229,GOODRICH CORP
005231,GOODY PRODUCTS INC
005233,GOODYEAR CANADA INC
005234,GOODYEAR TIRE & RUBBER CO
005235,GORDON JEWELRY CORP
005237,GORMAN-RUPP CO
005241,KYTHERA BIOPHARMA INC
005242,COLE REAL ESTATE INCM STRTGY
005243,GOTAAS-LARSEN SHIPPING CORP
005244,GOTT CORP
005245,GOULD INC
005246,GOULD INVESTORS  -LP
005247,GOULDS PUMPS INC
005248,GOVERNMENT EMPLOYEES FINL CP
005249,GOVERNMENT EMPLOYEES LIFE
005250,GRACE (W R) & CO
005251,GRACE GEOTHERMAL CORP
005252,GRACO INC
005253,GRADCO SYSTEMS INC
005254,GRAHAM CORP
005256,GRAINGER (W W) INC
005257,GRAMM (J.D.) INC
005259,GRAND AUTO INC
005260,GRAND CENTRAL INC
005262,GRANDUC MINING CORP
005263,GRANDVIEW MINES
005264,GRANDMET USA INC
005265,GRANGER ASSOCIATES
005268,GRANITEVILLE CO
005271,GRANITE STATE ELECTRIC CO
005272,GRANT INDUSTRIES INC
005273,GRANTREE CORP
005275,GRAPHIC INDUSTRIES
005276,GMI GROUP INC
005277,GRAPHIC SCANNING CORP
005279,GRAPHIC TECHNOLOGY INC
005280,GRAPHICS DIVERSIFIED INC
005283,GRAY & CO PUBLIC COMM INTL
005284,GRAY TELEVISION INC
005285,GRAY DRUG STORES
005288,GRAYBAR ELECTRIC CO INC
005289,GRAYHILL EXPLORATION CO
005291,GREAT AM BK SAN DIEGO
005292,GREAT AMERICAN INDUSTRIES
005293,GREAT AMERICAN MGMT & INVT
005294,GREAT AMERICAN PARTNERS  -LP
005295,GREASE MONKEY HOLDING CORP
